台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",4357,8,15,0,533,1/544.6,1/290.5,0.0,189.4
"
479
",7927,29,20,0,1421,1/273.3,1/396.4,0.0,161.8
"
480
",4236,13,12,0,641,1/325.8,1/353.0,0.0,169.4
"
481
",6412,30,25,0,2822,1/213.7,1/256.5,0.0,116.6
"
482
",3771,13,11,0,671,1/290.1,1/342.8,0.0,157.1
"
483
",7475,31,21,0,1430,1/241.1,1/356.0,0.0,143.8
"
484
",1744,7,4,0,997,1/249.1,1/436.0,0.0,158.5
"
485
",2900,9,6,0,690,1/322.2,1/483.3,0.0,193.3
"
486
",5870,26,17,0,1394,1/225.8,1/345.3,0.0,136.5
"
487
",6063,26,17,0,1823,1/233.2,1/356.6,0.0,141.0
"
488
",1321,3,3,0,529,1/440.3,1/440.3,0.0,220.2
"
489
",4405,17,13,0,1456,1/259.1,1/338.8,0.0,146.8
"
490
",6495,12,24,0,699,1/541.3,1/270.6,0.0,180.4
"
491
",3360,14,9,0,1203,1/240.0,1/373.3,0.0,146.1
"
492
",4591,18,9,0,1358,1/255.1,1/510.1,0.0,170.0
"
493
",4230,19,13,0,2365,1/222.6,1/325.4,0.0,132.2
"
494
",3729,12,9,0,836,1/310.8,1/414.3,0.0,177.6
"
495
",5727,25,14,0,1509,1/229.1,1/409.1,0.0,146.8
"
496
",2468,6,8,0,821,1/411.3,1/308.5,0.0,176.3
"
497
",5125,15,14,0,748,1/341.7,1/366.1,0.0,176.7
"
498
",6897,24,22,0,2039,1/287.4,1/313.5,0.0,149.9
"
499
",1666,3,4,0,330,1/555.3,1/416.5,0.0,238.0
"
500
",6210,23,17,0,1475,1/270.0,1/365.3,0.0,155.3
"
501
",5903,32,26,0,4050,1/184.5,1/227.0,0.0,101.8
"
502
",1554,4,3,0,507,1/388.5,1/518.0,0.0,222.0
"
503
",3563,10,6,0,588,1/356.3,1/593.8,0.0,222.7
"
504
",6587,18,25,0,943,1/365.9,1/263.5,0.0,153.2
"
505
",2462,6,7,0,765,1/410.3,1/351.7,0.0,189.4
"
506
",7628,36,24,0,3048,1/211.9,1/317.8,0.0,127.1
"
507
",3573,15,9,0,1853,1/238.2,1/397.0,0.0,148.9
"
508
",5307,17,20,0,1724,1/312.2,1/265.4,0.0,143.4
"
509
",4959,15,19,0,951,1/330.6,1/261.0,0.0,145.9
"
510
",7694,27,37,0,2490,1/285.0,1/207.9,0.0,120.2
"
511
",4788,16,13,0,727,1/299.3,1/368.3,0.0,165.1
"
512
",4029,14,10,0,566,1/287.8,1/402.9,0.0,167.9
"
513
",6132,29,23,0,2672,1/211.4,1/266.6,0.0,117.9
"
514
",7179,23,30,0,776,1/312.1,1/239.3,0.0,135.5
"
515
",7352,29,26,0,2112,1/253.5,1/282.8,0.0,133.7
"
516
",5142,18,20,0,1856,1/285.7,1/257.1,0.0,135.3
"
517
",8294,34,25,0,1913,1/243.9,1/331.8,0.0,140.6
"
524
",6116,14,13,0,883,1/436.9,1/470.5,0.0,226.5
"
525
",4358,13,9,0,918,1/335.2,1/484.2,0.0,198.1
"
526
",5330,23,10,0,1441,1/231.7,1/533.0,0.0,161.5
"
527
",2642,7,7,0,888,1/377.4,1/377.4,0.0,188.7
"
528
",3516,11,2,0,714,1/319.6,1/1758.0,0.0,270.5
"
529
",7799,33,34,0,2327,1/236.3,1/229.4,0.0,116.4
"
530
",6745,21,20,0,1427,1/321.2,1/337.3,0.0,164.5
"
531
",5237,21,17,0,2094,1/249.4,1/308.1,0.0,137.8
"
532
",5521,25,12,0,1530,1/220.8,1/460.1,0.0,149.2
"
533
",6568,35,21,0,4112,1/187.7,1/312.8,0.0,117.3
"
534
",4502,25,11,0,2937,1/180.1,1/409.3,0.0,125.1
"
535
",5945,24,15,0,987,1/247.7,1/396.3,0.0,152.4
