台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",5416,32,9,0,2115,1/169.3,1/601.8,0.0,132.1
"
479
",2253,5,4,0,286,1/450.6,1/563.3,0.0,250.3
"
480
",6181,24,21,0,1852,1/257.5,1/294.3,0.0,137.4
"
481
",1811,7,1,0,528,1/258.7,1/1811.0,0.0,226.4
"
482
",5597,19,16,0,991,1/294.6,1/349.8,0.0,159.9
"
483
",4830,22,9,0,1224,1/219.5,1/536.7,0.0,155.8
"
484
",3711,7,13,0,348,1/530.1,1/285.5,0.0,185.6
"
485
",6850,29,14,0,2031,1/236.2,1/489.3,0.0,159.3
"
486
",2157,5,7,0,496,1/431.4,1/308.1,0.0,179.8
"
487
",6868,25,21,0,1353,1/274.7,1/327.0,0.0,149.3
"
488
",1396,1,3,0,242,1/1396.0,1/465.3,0.0,349.0
"
489
",5587,27,12,0,1838,1/206.9,1/465.6,0.0,143.3
"
490
",6947,31,25,0,2740,1/224.1,1/277.9,0.0,124.1
"
491
",5743,25,26,0,2398,1/229.7,1/220.9,0.0,112.6
"
492
",3082,13,8,0,1153,1/237.1,1/385.3,0.0,146.8
"
493
",7058,22,23,0,1490,1/320.8,1/306.9,0.0,156.8
"
494
",2472,7,6,0,927,1/353.1,1/412.0,0.0,190.2
"
495
",3881,14,11,0,1126,1/277.2,1/352.8,0.0,155.2
"
496
",3172,11,5,0,642,1/288.4,1/634.4,0.0,198.3
"
497
",3922,20,12,0,2380,1/196.1,1/326.8,0.0,122.6
"
498
",7025,29,19,0,867,1/242.2,1/369.7,0.0,146.4
"
499
",4374,13,14,0,1044,1/336.5,1/312.4,0.0,162.0
"
500
",2734,8,4,0,1129,1/341.8,1/683.5,0.0,227.8
"
501
",4290,12,13,0,1159,1/357.5,1/330.0,0.0,171.6
"
502
",3820,10,12,0,611,1/382.0,1/318.3,0.0,173.6
"
503
",1927,3,2,0,562,1/642.3,1/963.5,0.0,385.4
"
504
",2580,5,3,0,350,1/516.0,1/860.0,0.0,322.5
"
505
",3999,14,9,0,880,1/285.6,1/444.3,0.0,173.9
"
506
",6508,19,23,0,775,1/342.5,1/283.0,0.0,155.0
"
507
",8685,32,29,0,1349,1/271.4,1/299.5,0.0,142.4
"
508
",2215,7,3,0,633,1/316.4,1/738.3,0.0,221.5
"
509
",2370,6,7,0,698,1/395.0,1/338.6,0.0,182.3
"
510
",8814,23,38,0,1384,1/383.2,1/231.9,0.0,144.5
"
511
",2862,7,4,0,873,1/408.9,1/715.5,0.0,260.2
"
512
",3535,12,8,0,759,1/294.6,1/441.9,0.0,176.8
"
513
",4841,14,14,0,704,1/345.8,1/345.8,0.0,172.9
"
514
",6981,31,18,0,2262,1/225.2,1/387.8,0.0,142.5
"
515
",3189,4,6,0,254,1/797.3,1/531.5,0.0,318.9
"
516
",4999,19,13,0,1564,1/263.1,1/384.5,0.0,156.2
"
517
",4152,11,12,0,446,1/377.5,1/346.0,0.0,180.5
"
524
",7015,32,20,0,1763,1/219.2,1/350.8,0.0,134.9
"
525
",7744,30,24,0,2114,1/258.1,1/322.7,0.0,143.4
"
526
",7587,33,25,0,2168,1/229.9,1/303.5,0.0,130.8
"
527
",1627,2,3,0,242,1/813.5,1/542.3,0.0,325.4
"
528
",7208,34,23,0,2101,1/212.0,1/313.4,0.0,126.5
"
529
",7789,32,26,0,2479,1/243.4,1/299.6,0.0,134.3
"
530
",6470,28,15,0,1745,1/231.1,1/431.3,0.0,150.5
"
531
",4880,20,12,0,1651,1/244.0,1/406.7,0.0,152.5
"
532
",5566,20,15,0,1136,1/278.3,1/371.1,0.0,159.0
"
533
",4391,11,9,0,539,1/399.2,1/487.9,0.0,219.6
"
534
",5756,13,21,0,895,1/442.8,1/274.1,0.0,169.3
"
535
",9173,35,34,0,2085,1/262.1,1/269.8,0.0,132.9
