台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",8460,31,20,0,823,1/272.9,1/423.0,0.0,165.9
"
479
",4454,11,12,0,1209,1/404.9,1/371.2,0.0,193.7
"
480
",9192,41,42,0,3811,1/224.2,1/218.9,0.0,110.7
"
481
",6480,27,20,0,2139,1/240.0,1/324.0,0.0,137.9
"
482
",7794,36,21,0,2369,1/216.5,1/371.1,0.0,136.7
"
483
",7590,26,24,0,1587,1/291.9,1/316.3,0.0,151.8
"
484
",5222,22,8,0,1340,1/237.4,1/652.8,0.0,174.1
"
485
",6916,28,23,0,2184,1/247.0,1/300.7,0.0,135.6
"
486
",7662,31,37,0,3613,1/247.2,1/207.1,0.0,112.7
"
487
",1799,5,1,0,521,1/359.8,1/1799.0,0.0,299.8
"
488
",6689,31,17,0,1581,1/215.8,1/393.5,0.0,139.4
"
489
",4994,18,9,0,1082,1/277.4,1/554.9,0.0,185.0
"
490
",6272,19,16,0,824,1/330.1,1/392.0,0.0,179.2
"
491
",6822,26,17,0,1845,1/262.4,1/401.3,0.0,158.7
"
492
",3543,10,9,0,880,1/354.3,1/393.7,0.0,186.5
"
493
",7487,28,25,0,1322,1/267.4,1/299.5,0.0,141.3
"
494
",7087,37,20,0,3659,1/191.5,1/354.4,0.0,124.3
"
495
",5388,19,12,0,1192,1/283.6,1/449.0,0.0,173.8
"
496
",5792,30,15,0,2564,1/193.1,1/386.1,0.0,128.7
"
497
",7949,39,24,0,3606,1/203.8,1/331.2,0.0,126.2
"
498
",6253,17,18,0,657,1/367.8,1/347.4,0.0,178.7
"
499
",7570,36,22,0,3594,1/210.3,1/344.1,0.0,130.5
"
500
",7710,30,22,0,1586,1/257.0,1/350.5,0.0,148.3
"
501
",5060,17,12,0,802,1/297.6,1/421.7,0.0,174.5
"
502
",7290,23,25,0,1219,1/317.0,1/291.6,0.0,151.9
"
503
",3591,10,8,0,801,1/359.1,1/448.9,0.0,199.5
"
504
",7989,40,28,0,3070,1/199.7,1/285.3,0.0,117.5
"
505
",6731,32,16,0,2613,1/210.3,1/420.7,0.0,140.2
"
506
",7912,33,23,0,1920,1/239.8,1/344.0,0.0,141.3
"
507
",6746,23,22,0,1216,1/293.3,1/306.6,0.0,149.9
"
508
",7192,29,22,0,2000,1/248.0,1/326.9,0.0,141.0
"
509
",7044,27,16,0,1031,1/260.9,1/440.3,0.0,163.8
"
510
",9064,32,32,0,1479,1/283.3,1/283.3,0.0,141.6
"
511
",4334,11,16,0,1091,1/394.0,1/270.9,0.0,160.5
"
512
",7641,20,31,0,1478,1/382.1,1/246.5,0.0,149.8
"
513
",4578,16,9,0,703,1/286.1,1/508.7,0.0,183.1
"
514
",8616,37,39,0,3519,1/232.9,1/220.9,0.0,113.4
"
515
",5121,15,12,0,1205,1/341.4,1/426.8,0.0,189.7
"
516
",4283,11,7,0,698,1/389.4,1/611.9,0.0,237.9
"
517
",5590,19,9,0,1079,1/294.2,1/621.1,0.0,199.6
"
524
",6342,22,17,0,1253,1/288.3,1/373.1,0.0,162.6
"
525
",4422,18,7,0,888,1/245.7,1/631.7,0.0,176.9
"
526
",5541,21,12,0,859,1/263.9,1/461.8,0.0,167.9
"
527
",8718,35,36,0,2280,1/249.1,1/242.2,0.0,122.8
"
528
",7026,31,18,0,2283,1/226.6,1/390.3,0.0,143.4
"
529
",5728,25,12,0,1630,1/229.1,1/477.3,0.0,154.8
"
530
",6431,24,18,0,1664,1/268.0,1/357.3,0.0,153.1
"
531
",8370,28,27,0,1680,1/298.9,1/310.0,0.0,152.2
"
532
",7635,32,23,0,2398,1/238.6,1/332.0,0.0,138.8
"
533
",7156,17,17,0,379,1/420.9,1/420.9,0.0,210.5
"
534
",8925,28,38,0,1378,1/318.8,1/234.9,0.0,135.2
"
535
",6768,23,20,0,852,1/294.3,1/338.4,0.0,157.4
