台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",9113,41,26,0,2541,1/222.3,1/350.5,0.0,136.0
"
479
",8856,31,34,0,1581,1/285.7,1/260.5,0.0,136.2
"
480
",6996,27,21,0,2274,1/259.1,1/333.1,0.0,145.8
"
481
",6425,27,17,0,1489,1/238.0,1/377.9,0.0,146.0
"
482
",5218,20,10,0,799,1/260.9,1/521.8,0.0,173.9
"
483
",7858,31,34,0,2538,1/253.5,1/231.1,0.0,120.9
"
484
",8248,30,21,0,1658,1/274.9,1/392.8,0.0,161.7
"
485
",5233,17,14,0,896,1/307.8,1/373.8,0.0,168.8
"
486
",6223,26,22,0,1669,1/239.3,1/282.9,0.0,129.6
"
487
",5563,17,13,0,1068,1/327.2,1/427.9,0.0,185.4
"
488
",6876,19,21,0,1024,1/361.9,1/327.4,0.0,171.9
"
489
",4167,14,7,0,554,1/297.6,1/595.3,0.0,198.4
"
490
",4188,13,6,0,474,1/322.2,1/698.0,0.0,220.4
"
491
",7280,33,18,0,2312,1/220.6,1/404.4,0.0,142.7
"
492
",6543,32,13,0,1966,1/204.5,1/503.3,0.0,145.4
"
493
",6930,23,22,0,1244,1/301.3,1/315.0,0.0,154.0
"
494
",6237,21,13,0,846,1/297.0,1/479.8,0.0,183.4
"
495
",6129,24,8,0,2360,1/255.4,1/766.1,0.0,191.5
"
496
",9066,36,41,0,2458,1/251.8,1/221.1,0.0,117.7
"
497
",8889,44,36,0,4072,1/202.0,1/246.9,0.0,111.1
"
498
",8965,39,23,0,2283,1/229.9,1/389.8,0.0,144.6
"
499
",4656,15,8,0,637,1/310.4,1/582.0,0.0,202.4
"
500
",6395,15,18,0,856,1/426.3,1/355.3,0.0,193.8
"
501
",6463,27,20,0,1604,1/239.4,1/323.2,0.0,137.5
"
502
",7726,31,25,0,1895,1/249.2,1/309.0,0.0,138.0
"
503
",2417,6,3,0,501,1/402.8,1/805.7,0.0,268.6
"
504
",7287,31,26,0,1742,1/235.1,1/280.3,0.0,127.8
"
505
",3517,10,6,0,573,1/351.7,1/586.2,0.0,219.8
"
506
",7427,26,22,0,1970,1/285.7,1/337.6,0.0,154.7
"
507
",3650,17,4,0,1291,1/214.7,1/912.5,0.0,173.8
"
508
",7402,37,21,0,3284,1/200.1,1/352.5,0.0,127.6
"
509
",6424,30,14,0,2098,1/214.1,1/458.9,0.0,146.0
"
510
",5827,30,14,0,2031,1/194.2,1/416.2,0.0,132.4
"
511
",4248,12,9,0,872,1/354.0,1/472.0,0.0,202.3
"
512
",9201,38,35,0,2021,1/242.1,1/262.9,0.0,126.0
"
513
",7700,27,27,0,1170,1/285.2,1/285.2,0.0,142.6
"
514
",7193,33,20,0,2835,1/218.0,1/359.7,0.0,135.7
"
515
",6054,19,12,0,911,1/318.6,1/504.5,0.0,195.3
"
516
",6243,24,16,0,1140,1/260.1,1/390.2,0.0,156.1
"
517
",7232,18,18,0,604,1/401.8,1/401.8,0.0,200.9
"
524
",6261,22,13,0,1418,1/284.6,1/481.6,0.0,178.9
"
525
",8670,29,28,0,1305,1/299.0,1/309.6,0.0,152.1
"
526
",7901,38,26,0,2902,1/207.9,1/303.9,0.0,123.5
"
527
",6351,18,20,0,1049,1/352.8,1/317.6,0.0,167.1
"
528
",8204,29,33,0,1553,1/282.9,1/248.6,0.0,132.3
"
529
",8539,42,30,0,3748,1/203.3,1/284.6,0.0,118.6
"
530
",5525,18,19,0,1733,1/306.9,1/290.8,0.0,149.3
"
531
",7425,29,24,0,1262,1/256.0,1/309.4,0.0,140.1
"
532
",7161,17,18,0,993,1/421.2,1/397.8,0.0,204.6
"
533
",6348,20,16,0,1213,1/317.4,1/396.8,0.0,176.3
"
534
",9317,33,28,0,2588,1/282.3,1/332.8,0.0,152.7
"
535
",8076,32,28,0,2059,1/252.4,1/288.4,0.0,134.6
