台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",6550,25,16,0,1477,1/262.0,1/409.4,0.0,159.8
"
479
",3873,13,9,0,841,1/297.9,1/430.3,0.0,176.0
"
480
",4379,12,8,0,969,1/364.9,1/547.4,0.0,219.0
"
481
",5758,25,19,0,1863,1/230.3,1/303.1,0.0,130.9
"
482
",4641,15,14,0,591,1/309.4,1/331.5,0.0,160.0
"
483
",6365,30,18,0,2263,1/212.2,1/353.6,0.0,132.6
"
484
",4965,17,17,0,1251,1/292.1,1/292.1,0.0,146.0
"
485
",7386,33,19,0,1746,1/223.8,1/388.7,0.0,142.0
"
486
",7177,24,26,0,1719,1/299.0,1/276.0,0.0,143.5
"
487
",5933,19,11,0,1143,1/312.3,1/539.4,0.0,197.8
"
488
",8347,37,31,0,2625,1/225.6,1/269.3,0.0,122.8
"
489
",5652,20,22,0,1924,1/282.6,1/256.9,0.0,134.6
"
490
",5423,14,17,0,1261,1/387.4,1/319.0,0.0,174.9
"
491
",4391,20,9,0,1531,1/219.6,1/487.9,0.0,151.4
"
492
",6841,25,21,0,1959,1/273.6,1/325.8,0.0,148.7
"
493
",2943,8,5,0,411,1/367.9,1/588.6,0.0,226.4
"
494
",4850,17,10,0,1921,1/285.3,1/485.0,0.0,179.6
"
495
",5728,24,13,0,1533,1/238.7,1/440.6,0.0,154.8
"
496
",6540,22,12,0,636,1/297.3,1/545.0,0.0,192.4
"
497
",5903,24,17,0,1617,1/246.0,1/347.2,0.0,144.0
"
498
",8984,15,33,0,503,1/598.9,1/272.2,0.0,187.2
"
499
",4012,14,4,0,1427,1/286.6,1/1003.0,0.0,222.9
"
500
",8067,28,20,0,764,1/288.1,1/403.4,0.0,168.1
"
501
",6051,23,15,0,2139,1/263.1,1/403.4,0.0,159.2
"
502
",5275,12,10,0,479,1/439.6,1/527.5,0.0,239.8
"
503
",3778,15,9,0,1833,1/251.9,1/419.8,0.0,157.4
"
504
",3748,12,16,0,1048,1/312.3,1/234.3,0.0,133.9
"
505
",7333,34,27,0,2917,1/215.7,1/271.6,0.0,120.2
"
506
",7772,30,21,0,1161,1/259.1,1/370.1,0.0,152.4
"
507
",5849,16,21,0,1102,1/365.6,1/278.5,0.0,158.1
"
508
",4055,11,15,0,630,1/368.6,1/270.3,0.0,156.0
"
509
",7353,30,19,0,1632,1/245.1,1/387.0,0.0,150.1
"
510
",2793,7,5,0,421,1/399.0,1/558.6,0.0,232.8
"
511
",6057,33,24,0,3179,1/183.5,1/252.4,0.0,106.3
"
512
",5391,20,14,0,992,1/269.6,1/385.1,0.0,158.6
"
513
",8130,37,26,0,2798,1/219.7,1/312.7,0.0,129.0
"
514
",6671,27,19,0,1772,1/247.1,1/351.1,0.0,145.0
"
515
",3607,12,6,0,812,1/300.6,1/601.2,0.0,200.4
"
516
",6798,20,19,0,1148,1/339.9,1/357.8,0.0,174.3
"
517
",6861,16,13,0,975,1/428.8,1/527.8,0.0,236.6
"
524
",8365,33,36,0,1784,1/253.5,1/232.4,0.0,121.2
"
525
",3800,17,11,0,2002,1/223.5,1/345.5,0.0,135.7
"
526
",5123,20,16,0,1144,1/256.2,1/320.2,0.0,142.3
"
527
",6855,26,18,0,1058,1/263.7,1/380.8,0.0,155.8
"
528
",6880,29,25,0,2381,1/237.2,1/275.2,0.0,127.4
"
529
",4433,14,13,0,722,1/316.6,1/341.0,0.0,164.2
"
530
",4449,22,18,0,2868,1/202.2,1/247.2,0.0,111.2
"
531
",6363,24,26,0,1878,1/265.1,1/244.7,0.0,127.3
"
532
",3815,11,8,0,888,1/346.8,1/476.9,0.0,200.8
"
533
",2181,7,6,0,859,1/311.6,1/363.5,0.0,167.8
"
534
",9287,32,40,0,1330,1/290.2,1/232.2,0.0,129.0
"
535
",4966,17,7,0,907,1/292.1,1/709.4,0.0,206.9
