台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",6895,22,13,0,942,1/313.4,1/530.4,0.0,197.0
"
479
",5184,17,15,0,976,1/304.9,1/345.6,0.0,162.0
"
480
",6548,28,16,0,2128,1/233.9,1/409.3,0.0,148.8
"
481
",5297,13,18,0,576,1/407.5,1/294.3,0.0,170.9
"
482
",7932,30,21,0,1789,1/264.4,1/377.7,0.0,155.5
"
483
",5698,20,12,0,1158,1/284.9,1/474.8,0.0,178.1
"
484
",8699,36,25,0,1814,1/241.6,1/348.0,0.0,142.6
"
485
",2719,8,3,0,630,1/339.9,1/906.3,0.0,247.2
"
486
",6251,24,11,0,1013,1/260.5,1/568.3,0.0,178.6
"
487
",4503,17,9,0,1274,1/264.9,1/500.3,0.0,173.2
"
488
",8253,50,31,0,5639,1/165.1,1/266.2,0.0,101.9
"
489
",4278,8,6,0,392,1/534.8,1/713.0,0.0,305.6
"
490
",6819,24,21,0,1169,1/284.1,1/324.7,0.0,151.5
"
491
",7309,28,15,0,1098,1/261.0,1/487.3,0.0,170.0
"
492
",5761,20,17,0,859,1/288.1,1/338.9,0.0,155.7
"
493
",6369,25,15,0,1173,1/254.8,1/424.6,0.0,159.2
"
494
",7940,38,22,0,2640,1/208.9,1/360.9,0.0,132.3
"
495
",7459,28,22,0,1561,1/266.4,1/339.0,0.0,149.2
"
496
",7135,28,15,0,999,1/254.8,1/475.7,0.0,165.9
"
497
",6921,28,15,0,1428,1/247.2,1/461.4,0.0,161.0
"
498
",7639,25,21,0,1314,1/305.6,1/363.8,0.0,166.1
"
499
",8228,29,32,0,1679,1/283.7,1/257.1,0.0,134.9
"
500
",7622,20,24,0,635,1/381.1,1/317.6,0.0,173.2
"
501
",4089,10,5,0,615,1/408.9,1/817.8,0.0,272.6
"
502
",7401,32,17,0,1241,1/231.3,1/435.4,0.0,151.0
"
503
",8974,26,35,0,1854,1/345.2,1/256.4,0.0,147.1
"
504
",5239,18,14,0,1059,1/291.1,1/374.2,0.0,163.7
"
505
",6844,31,11,0,2093,1/220.8,1/622.2,0.0,163.0
"
506
",8298,36,32,0,2453,1/230.5,1/259.3,0.0,122.0
"
507
",4879,17,11,0,1234,1/287.0,1/443.5,0.0,174.3
"
508
",4559,12,9,0,1204,1/379.9,1/506.6,0.0,217.1
"
509
",8875,40,31,0,3584,1/221.9,1/286.3,0.0,125.0
"
510
",7875,35,29,0,2535,1/225.0,1/271.6,0.0,123.0
"
511
",6111,21,16,0,941,1/291.0,1/381.9,0.0,165.2
"
512
",6064,12,14,0,723,1/505.3,1/433.1,0.0,233.2
"
513
",6015,12,16,0,408,1/501.3,1/375.9,0.0,214.8
"
514
",5964,21,18,0,1802,1/284.0,1/331.3,0.0,152.9
"
515
",7655,22,23,0,1249,1/348.0,1/332.8,0.0,170.1
"
516
",7320,19,20,0,693,1/385.3,1/366.0,0.0,187.7
"
517
",7505,26,27,0,1681,1/288.7,1/278.0,0.0,141.6
"
524
",8108,31,33,0,1526,1/261.5,1/245.7,0.0,126.7
"
525
",4437,11,7,0,852,1/403.4,1/633.9,0.0,246.5
"
526
",7661,34,35,0,3640,1/225.3,1/218.9,0.0,111.0
"
527
",8084,35,25,0,2595,1/231.0,1/323.4,0.0,134.7
"
528
",6773,26,20,0,962,1/260.5,1/338.7,0.0,147.2
"
529
",7178,24,21,0,1427,1/299.1,1/341.8,0.0,159.5
"
530
",6677,24,21,0,1847,1/278.2,1/318.0,0.0,148.4
"
531
",5432,18,11,0,1237,1/301.8,1/493.8,0.0,187.3
"
532
",6935,36,16,0,2838,1/192.6,1/433.4,0.0,133.4
"
533
",5779,22,13,0,924,1/262.7,1/444.5,0.0,165.1
"
534
",5227,18,9,0,1058,1/290.4,1/580.8,0.0,193.6
"
535
",7357,29,23,0,1275,1/253.7,1/319.9,0.0,141.5
