台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7026,18,26,0,918,1/390.3,1/270.2,0.0,159.7
"
479
",8197,33,26,0,1817,1/248.4,1/315.3,0.0,138.9
"
480
",9353,30,28,0,1203,1/311.8,1/334.0,0.0,161.3
"
481
",7615,37,34,0,3581,1/205.8,1/224.0,0.0,107.3
"
482
",6879,22,15,0,927,1/312.7,1/458.6,0.0,185.9
"
483
",8546,29,29,0,1903,1/294.7,1/294.7,0.0,147.3
"
484
",5440,15,14,0,1178,1/362.7,1/388.6,0.0,187.6
"
485
",7865,30,10,0,1415,1/262.2,1/786.5,0.0,196.6
"
486
",9179,39,44,0,4135,1/235.4,1/208.6,0.0,110.6
"
487
",6574,28,24,0,2675,1/234.8,1/273.9,0.0,126.4
"
488
",8025,31,28,0,1392,1/258.9,1/286.6,0.0,136.0
"
489
",5878,21,11,0,1171,1/279.9,1/534.4,0.0,183.7
"
490
",6649,21,22,0,1152,1/316.6,1/302.2,0.0,154.6
"
491
",6274,21,16,0,1054,1/298.8,1/392.1,0.0,169.6
"
492
",4763,16,14,0,1398,1/297.7,1/340.2,0.0,158.8
"
493
",6557,19,19,0,1130,1/345.1,1/345.1,0.0,172.6
"
494
",6984,37,24,0,2911,1/188.8,1/291.0,0.0,114.5
"
495
",7896,24,30,0,1017,1/329.0,1/263.2,0.0,146.2
"
496
",7922,40,30,0,3247,1/198.1,1/264.1,0.0,113.2
"
497
",7485,29,18,0,1446,1/258.1,1/415.8,0.0,159.3
"
498
",5522,25,14,0,1750,1/220.9,1/394.4,0.0,141.6
"
499
",8553,20,44,0,898,1/427.7,1/194.4,0.0,133.6
"
500
",7845,19,28,0,893,1/412.9,1/280.2,0.0,166.9
"
501
",7984,36,29,0,3624,1/221.8,1/275.3,0.0,122.8
"
502
",8810,46,36,0,4327,1/191.5,1/244.7,0.0,107.4
"
503
",8097,37,26,0,2635,1/218.8,1/311.4,0.0,128.5
"
504
",7637,38,30,0,2828,1/201.0,1/254.6,0.0,112.3
"
505
",8161,43,31,0,4554,1/189.8,1/263.3,0.0,110.3
"
506
",5875,21,17,0,899,1/279.8,1/345.6,0.0,154.6
"
507
",8413,37,31,0,2620,1/227.4,1/271.4,0.0,123.7
"
508
",7245,39,26,0,4403,1/185.8,1/278.7,0.0,111.5
"
509
",6388,26,20,0,1676,1/245.7,1/319.4,0.0,138.9
"
510
",8552,30,26,0,1470,1/285.1,1/328.9,0.0,152.7
"
511
",7740,25,27,0,1697,1/309.6,1/286.7,0.0,148.8
"
512
",7120,29,28,0,2029,1/245.5,1/254.3,0.0,124.9
"
513
",7417,23,26,0,898,1/322.5,1/285.3,0.0,151.4
"
514
",7688,33,22,0,1928,1/233.0,1/349.5,0.0,139.8
"
515
",6891,18,19,0,1440,1/382.8,1/362.7,0.0,186.2
"
516
",8007,27,31,0,1712,1/296.6,1/258.3,0.0,138.1
"
517
",8120,31,31,0,2334,1/261.9,1/261.9,0.0,131.0
"
524
",6809,22,17,0,1060,1/309.5,1/400.5,0.0,174.6
"
525
",8179,36,32,0,3101,1/227.2,1/255.6,0.0,120.3
"
526
",8269,28,36,0,913,1/295.3,1/229.7,0.0,129.2
"
527
",7635,33,24,0,2807,1/231.4,1/318.1,0.0,133.9
"
528
",7578,31,33,0,3935,1/244.5,1/229.6,0.0,118.4
"
529
",7553,25,28,0,1497,1/302.1,1/269.8,0.0,142.5
"
530
",7189,29,21,0,1114,1/247.9,1/342.3,0.0,143.8
"
531
",8553,26,34,0,850,1/329.0,1/251.6,0.0,142.6
"
532
",7126,25,20,0,1166,1/285.0,1/356.3,0.0,158.4
"
533
",8541,35,40,0,2904,1/244.0,1/213.5,0.0,113.9
"
534
",8577,29,35,0,2211,1/295.8,1/245.1,0.0,134.0
"
535
",9267,32,39,0,2568,1/289.6,1/237.6,0.0,130.5
