台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",5923,18,18,0,821,1/329.1,1/329.1,0.0,164.5
"
479
",2344,8,4,0,849,1/293.0,1/586.0,0.0,195.3
"
480
",4696,21,8,0,1149,1/223.6,1/587.0,0.0,161.9
"
481
",7408,26,21,0,1610,1/284.9,1/352.8,0.0,157.6
"
482
",1898,6,2,0,737,1/316.3,1/949.0,0.0,237.3
"
483
",3432,10,7,0,485,1/343.2,1/490.3,0.0,201.9
"
484
",2764,7,7,0,443,1/394.9,1/394.9,0.0,197.4
"
485
",5776,16,17,0,989,1/361.0,1/339.8,0.0,175.0
"
486
",4686,18,11,0,1562,1/260.3,1/426.0,0.0,161.6
"
487
",6431,29,24,0,2477,1/221.8,1/268.0,0.0,121.3
"
488
",1525,4,3,0,698,1/381.3,1/508.3,0.0,217.9
"
489
",6453,22,20,0,1123,1/293.3,1/322.7,0.0,153.6
"
490
",5947,23,17,0,1477,1/258.6,1/349.8,0.0,148.7
"
491
",6365,19,27,0,829,1/335.0,1/235.7,0.0,138.4
"
492
",5966,13,22,0,1286,1/458.9,1/271.2,0.0,170.5
"
493
",5194,17,13,0,1496,1/305.5,1/399.5,0.0,173.1
"
494
",2676,6,6,0,407,1/446.0,1/446.0,0.0,223.0
"
495
",7008,31,17,0,1610,1/226.1,1/412.2,0.0,146.0
"
496
",1670,6,1,0,464,1/278.3,1/1670.0,0.0,238.6
"
497
",7350,25,25,0,1312,1/294.0,1/294.0,0.0,147.0
"
498
",5382,14,11,0,603,1/384.4,1/489.3,0.0,215.3
"
499
",5454,17,14,0,1329,1/320.8,1/389.6,0.0,175.9
"
500
",6988,32,29,0,2383,1/218.4,1/241.0,0.0,114.6
"
501
",3718,12,6,0,926,1/309.8,1/619.7,0.0,206.6
"
502
",8215,24,38,0,1308,1/342.3,1/216.2,0.0,132.5
"
503
",6448,22,16,0,1578,1/293.1,1/403.0,0.0,169.7
"
504
",2778,8,7,0,450,1/347.3,1/396.9,0.0,185.2
"
505
",5099,22,11,0,1282,1/231.8,1/463.5,0.0,154.5
"
506
",2913,6,7,0,584,1/485.5,1/416.1,0.0,224.1
"
507
",4127,13,11,0,567,1/317.5,1/375.2,0.0,172.0
"
508
",2447,8,2,0,749,1/305.9,1/1223.5,0.0,244.7
"
509
",6255,19,17,0,787,1/329.2,1/367.9,0.0,173.8
"
510
",5706,13,23,0,520,1/438.9,1/248.1,0.0,158.5
"
511
",5068,11,22,0,833,1/460.7,1/230.4,0.0,153.6
"
512
",5813,25,18,0,1868,1/232.5,1/322.9,0.0,135.2
"
513
",3079,6,13,0,358,1/513.2,1/236.8,0.0,162.1
"
514
",4469,11,13,0,906,1/406.3,1/343.8,0.0,186.2
"
515
",5603,19,10,0,873,1/294.9,1/560.3,0.0,193.2
"
516
",4947,20,12,0,1448,1/247.4,1/412.3,0.0,154.6
"
517
",6973,30,12,0,964,1/232.4,1/581.1,0.0,166.0
"
524
",7109,27,24,0,1003,1/263.3,1/296.2,0.0,139.4
"
525
",3744,14,5,0,872,1/267.4,1/748.8,0.0,197.1
"
526
",4529,14,15,0,785,1/323.5,1/301.9,0.0,156.2
"
527
",5663,26,14,0,1795,1/217.8,1/404.5,0.0,141.6
"
528
",3299,8,8,0,753,1/412.4,1/412.4,0.0,206.2
"
529
",5289,16,14,0,914,1/330.6,1/377.8,0.0,176.3
"
530
",5329,20,12,0,805,1/266.5,1/444.1,0.0,166.5
"
531
",6680,21,21,0,1251,1/318.1,1/318.1,0.0,159.0
"
532
",3706,16,7,0,1106,1/231.6,1/529.4,0.0,161.1
"
533
",7266,30,19,0,2508,1/242.2,1/382.4,0.0,148.3
"
534
",6597,26,19,0,1332,1/253.7,1/347.2,0.0,146.6
"
535
",7410,33,15,0,2770,1/224.5,1/494.0,0.0,154.4
