台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",6855,17,22,0,945,1/403.2,1/311.6,0.0,175.8
"
479
",5242,18,15,0,1073,1/291.2,1/349.5,0.0,158.8
"
480
",1309,5,1,0,677,1/261.8,1/1309.0,0.0,218.2
"
481
",6071,23,20,0,1433,1/264.0,1/303.6,0.0,141.2
"
482
",1803,5,2,0,581,1/360.6,1/901.5,0.0,257.6
"
483
",5165,16,20,0,855,1/322.8,1/258.3,0.0,143.5
"
484
",5277,12,16,0,740,1/439.8,1/329.8,0.0,188.5
"
485
",2887,13,5,0,782,1/222.1,1/577.4,0.0,160.4
"
486
",8482,36,26,0,2434,1/235.6,1/326.2,0.0,136.8
"
487
",5492,19,11,0,859,1/289.1,1/499.3,0.0,183.1
"
488
",5308,25,14,0,2182,1/212.3,1/379.1,0.0,136.1
"
489
",1258,2,3,0,313,1/629.0,1/419.3,0.0,251.6
"
490
",6838,28,18,0,1337,1/244.2,1/379.9,0.0,148.7
"
491
",1821,3,4,0,491,1/607.0,1/455.3,0.0,260.1
"
492
",4865,15,10,0,690,1/324.3,1/486.5,0.0,194.6
"
493
",2706,5,3,0,615,1/541.2,1/902.0,0.0,338.3
"
494
",4858,20,15,0,1179,1/242.9,1/323.9,0.0,138.8
"
495
",5812,19,13,0,1029,1/305.9,1/447.1,0.0,181.6
"
496
",4056,14,16,0,1112,1/289.7,1/253.5,0.0,135.2
"
497
",6421,24,15,0,1189,1/267.5,1/428.1,0.0,164.6
"
498
",6728,21,15,0,783,1/320.4,1/448.5,0.0,186.9
"
499
",3399,12,8,0,525,1/283.3,1/424.9,0.0,170.0
"
500
",3719,14,10,0,1475,1/265.6,1/371.9,0.0,155.0
"
501
",7194,34,21,0,2745,1/211.6,1/342.6,0.0,130.8
"
502
",8880,32,30,0,1883,1/277.5,1/296.0,0.0,143.2
"
503
",4416,14,17,0,942,1/315.4,1/259.8,0.0,142.5
"
504
",7797,20,29,0,1132,1/389.9,1/268.9,0.0,159.1
"
505
",4786,13,18,0,1022,1/368.2,1/265.9,0.0,154.4
"
506
",2218,6,4,0,684,1/369.7,1/554.5,0.0,221.8
"
507
",6282,24,14,0,1397,1/261.8,1/448.7,0.0,165.3
"
508
",4515,13,9,0,1016,1/347.3,1/501.7,0.0,205.2
"
509
",8473,39,24,0,2499,1/217.3,1/353.0,0.0,134.5
"
510
",3310,15,6,0,1619,1/220.7,1/551.7,0.0,157.6
"
511
",4136,12,15,0,1405,1/344.7,1/275.7,0.0,153.2
"
512
",4963,18,14,0,1377,1/275.7,1/354.5,0.0,155.1
"
513
",2336,7,7,0,547,1/333.7,1/333.7,0.0,166.9
"
514
",3732,8,8,0,663,1/466.5,1/466.5,0.0,233.3
"
515
",4927,21,12,0,1449,1/234.6,1/410.6,0.0,149.3
"
516
",3054,4,5,0,448,1/763.5,1/610.8,0.0,339.3
"
517
",6288,21,13,0,1132,1/299.4,1/483.7,0.0,184.9
"
524
",5278,18,16,0,1013,1/293.2,1/329.9,0.0,155.2
"
525
",4267,14,13,0,1147,1/304.8,1/328.2,0.0,158.0
"
526
",5344,17,16,0,1648,1/314.4,1/334.0,0.0,161.9
"
527
",6048,24,19,0,1681,1/252.0,1/318.3,0.0,140.7
"
528
",2523,9,4,0,662,1/280.3,1/630.8,0.0,194.1
"
529
",2690,7,8,0,454,1/384.3,1/336.3,0.0,179.3
"
530
",6430,26,20,0,1404,1/247.3,1/321.5,0.0,139.8
"
531
",6130,25,17,0,1975,1/245.2,1/360.6,0.0,146.0
"
532
",4992,18,18,0,1113,1/277.3,1/277.3,0.0,138.7
"
533
",7685,28,30,0,1644,1/274.5,1/256.2,0.0,132.5
"
534
",7007,28,14,0,763,1/250.3,1/500.5,0.0,166.8
"
535
",4706,10,7,0,505,1/470.6,1/672.3,0.0,276.8
