台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7535,22,27,0,1049,1/342.5,1/279.1,0.0,153.8
"
479
",7679,30,28,0,1862,1/256.0,1/274.3,0.0,132.4
"
480
",5990,18,19,0,934,1/332.8,1/315.3,0.0,161.9
"
481
",6660,14,20,0,882,1/475.7,1/333.0,0.0,195.9
"
482
",8465,36,22,0,2438,1/235.1,1/384.8,0.0,145.9
"
483
",8324,44,26,0,4244,1/189.2,1/320.2,0.0,118.9
"
484
",9326,43,34,0,3846,1/216.9,1/274.3,0.0,121.1
"
485
",5846,18,17,0,742,1/324.8,1/343.9,0.0,167.0
"
486
",6258,23,16,0,1078,1/272.1,1/391.1,0.0,160.5
"
487
",8800,36,39,0,3311,1/244.4,1/225.6,0.0,117.3
"
488
",4499,17,8,0,522,1/264.6,1/562.4,0.0,180.0
"
489
",8260,35,34,0,2369,1/236.0,1/242.9,0.0,119.7
"
490
",8237,31,31,0,2197,1/265.7,1/265.7,0.0,132.9
"
491
",7169,19,22,0,825,1/377.3,1/325.9,0.0,174.9
"
492
",6802,29,12,0,1380,1/234.6,1/566.8,0.0,165.9
"
493
",7214,17,20,0,893,1/424.4,1/360.7,0.0,195.0
"
494
",8499,26,31,0,1364,1/326.9,1/274.2,0.0,149.1
"
495
",9385,41,36,0,2848,1/228.9,1/260.7,0.0,121.9
"
496
",4380,13,10,0,724,1/336.9,1/438.0,0.0,190.4
"
497
",6484,20,12,0,1063,1/324.2,1/540.3,0.0,202.6
"
498
",5544,19,7,0,914,1/291.8,1/792.0,0.0,213.2
"
499
",8510,27,37,0,2231,1/315.2,1/230.0,0.0,133.0
"
500
",5752,17,16,0,704,1/338.4,1/359.5,0.0,174.3
"
501
",9361,36,36,0,2909,1/260.0,1/260.0,0.0,130.0
"
502
",8381,41,30,0,4085,1/204.4,1/279.4,0.0,118.0
"
503
",7555,27,25,0,1160,1/279.8,1/302.2,0.0,145.3
"
504
",5497,14,17,0,726,1/392.6,1/323.4,0.0,177.3
"
505
",8723,40,26,0,3498,1/218.1,1/335.5,0.0,132.2
"
506
",9177,39,35,0,3214,1/235.3,1/262.2,0.0,124.0
"
507
",6791,20,24,0,1437,1/339.6,1/283.0,0.0,154.3
"
508
",8438,37,29,0,2678,1/228.1,1/291.0,0.0,127.8
"
509
",7999,31,19,0,1294,1/258.0,1/421.0,0.0,160.0
"
510
",6312,21,16,0,923,1/300.6,1/394.5,0.0,170.6
"
511
",7752,35,25,0,2743,1/221.5,1/310.1,0.0,129.2
"
512
",6224,24,16,0,1167,1/259.3,1/389.0,0.0,155.6
"
513
",8019,40,20,0,2657,1/200.5,1/401.0,0.0,133.7
"
514
",6651,29,15,0,2322,1/229.3,1/443.4,0.0,151.2
"
515
",5058,19,8,0,1074,1/266.2,1/632.3,0.0,187.3
"
516
",8245,36,23,0,1680,1/229.0,1/358.5,0.0,139.7
"
517
",5433,14,12,0,586,1/388.1,1/452.8,0.0,209.0
"
524
",8090,31,27,0,1212,1/261.0,1/299.6,0.0,139.5
"
525
",9325,31,35,0,1209,1/300.8,1/266.4,0.0,141.3
"
526
",7861,27,30,0,1707,1/291.1,1/262.0,0.0,137.9
"
527
",8500,34,31,0,2795,1/250.0,1/274.2,0.0,130.8
"
528
",5644,31,24,0,3265,1/182.1,1/235.2,0.0,102.6
"
529
",5417,15,11,0,686,1/361.1,1/492.5,0.0,208.3
"
530
",5552,16,19,0,701,1/347.0,1/292.2,0.0,158.6
"
531
",8292,30,25,0,1329,1/276.4,1/331.7,0.0,150.8
"
532
",7183,36,16,0,2466,1/199.5,1/448.9,0.0,138.1
"
533
",8478,36,32,0,2473,1/235.5,1/264.9,0.0,124.7
"
534
",5209,16,8,0,1181,1/325.6,1/651.1,0.0,217.0
"
535
",7371,25,27,0,2311,1/294.8,1/273.0,0.0,141.8
