台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",6184,23,22,0,1017,1/268.9,1/281.1,0.0,137.4
"
479
",5160,17,15,0,1145,1/303.5,1/344.0,0.0,161.3
"
480
",7275,37,31,0,4037,1/196.6,1/234.7,0.0,107.0
"
481
",7353,31,30,0,2493,1/237.2,1/245.1,0.0,120.5
"
482
",3880,13,7,0,705,1/298.5,1/554.3,0.0,194.0
"
483
",5526,26,18,0,2260,1/212.5,1/307.0,0.0,125.6
"
484
",8450,31,27,0,1368,1/272.6,1/313.0,0.0,145.7
"
485
",2460,8,4,0,432,1/307.5,1/615.0,0.0,205.0
"
486
",5115,20,13,0,1195,1/255.8,1/393.5,0.0,155.0
"
487
",9050,30,28,0,1051,1/301.7,1/323.2,0.0,156.0
"
488
",3514,10,8,0,650,1/351.4,1/439.3,0.0,195.2
"
489
",7426,26,16,0,1298,1/285.6,1/464.1,0.0,176.8
"
490
",736,3,0,0,485,1/245.3,1/0.0,0.0,245.3
"
491
",5053,21,11,0,1762,1/240.6,1/459.4,0.0,157.9
"
492
",6396,29,20,0,1794,1/220.6,1/319.8,0.0,130.5
"
493
",8724,35,35,0,2107,1/249.3,1/249.3,0.0,124.6
"
494
",4693,17,13,0,1133,1/276.1,1/361.0,0.0,156.4
"
495
",5604,24,16,0,939,1/233.5,1/350.3,0.0,140.1
"
496
",5639,25,15,0,1460,1/225.6,1/375.9,0.0,141.0
"
497
",8062,41,31,0,3885,1/196.6,1/260.1,0.0,112.0
"
498
",7887,34,17,0,1563,1/232.0,1/463.9,0.0,154.6
"
499
",3570,9,9,0,471,1/396.7,1/396.7,0.0,198.3
"
500
",2861,8,8,0,490,1/357.6,1/357.6,0.0,178.8
"
501
",7107,27,19,0,1363,1/263.2,1/374.1,0.0,154.5
"
502
",4380,11,13,0,774,1/398.2,1/336.9,0.0,182.5
"
503
",7182,18,27,0,593,1/399.0,1/266.0,0.0,159.6
"
504
",1977,8,2,0,793,1/247.1,1/988.5,0.0,197.7
"
505
",7187,30,26,0,2585,1/239.6,1/276.4,0.0,128.3
"
506
",5799,25,10,0,1306,1/232.0,1/579.9,0.0,165.7
"
507
",4100,19,10,0,1882,1/215.8,1/410.0,0.0,141.4
"
508
",6896,31,26,0,2551,1/222.5,1/265.2,0.0,121.0
"
509
",5020,16,19,0,1567,1/313.8,1/264.2,0.0,143.4
"
510
",6271,26,18,0,2276,1/241.2,1/348.4,0.0,142.5
"
511
",5174,28,7,0,2494,1/184.8,1/739.1,0.0,147.8
"
512
",5267,18,9,0,828,1/292.6,1/585.2,0.0,195.1
"
513
",7209,39,16,0,2632,1/184.8,1/450.6,0.0,131.1
"
514
",5047,19,21,0,1401,1/265.6,1/240.3,0.0,126.2
"
515
",4784,19,7,0,1096,1/251.8,1/683.4,0.0,184.0
"
516
",6408,22,12,0,670,1/291.3,1/534.0,0.0,188.5
"
517
",6925,25,27,0,2567,1/277.0,1/256.5,0.0,133.2
"
524
",3744,12,9,0,667,1/312.0,1/416.0,0.0,178.3
"
525
",4545,15,11,0,512,1/303.0,1/413.2,0.0,174.8
"
526
",4857,17,10,0,954,1/285.7,1/485.7,0.0,179.9
"
527
",1189,3,0,0,473,1/396.3,1/0.0,0.0,396.3
"
528
",7834,34,28,0,2844,1/230.4,1/279.8,0.0,126.4
"
529
",1440,7,1,0,870,1/205.7,1/1440.0,0.0,180.0
"
530
",3919,17,5,0,1061,1/230.5,1/783.8,0.0,178.1
"
531
",4071,7,9,0,438,1/581.6,1/452.3,0.0,254.4
"
532
",6023,25,17,0,1870,1/240.9,1/354.3,0.0,143.4
"
533
",8088,28,31,0,1409,1/288.9,1/260.9,0.0,137.1
"
534
",5844,28,19,0,3038,1/208.7,1/307.6,0.0,124.3
"
535
",9154,46,27,0,3447,1/199.0,1/339.0,0.0,125.4
