台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率
"
478
",7097,27,21,0,2299,1/262.9,1/338.0,0.0,147.9
"
479
",6073,25,12,0,1337,1/242.9,1/506.1,0.0,164.1
"
480
",3748,12,7,0,592,1/312.3,1/535.4,0.0,197.3
"
481
",5411,20,17,0,1133,1/270.6,1/318.3,0.0,146.2
"
482
",4586,13,14,0,927,1/352.8,1/327.6,0.0,169.9
"
483
",5794,13,23,0,720,1/445.7,1/251.9,0.0,160.9
"
484
",6222,21,19,0,1581,1/296.3,1/327.5,0.0,155.6
"
485
",3897,12,13,0,1007,1/324.8,1/299.8,0.0,155.9
"
486
",7262,30,18,0,2240,1/242.1,1/403.4,0.0,151.3
"
487
",3278,11,5,0,663,1/298.0,1/655.6,0.0,204.9
"
488
",3186,11,2,0,604,1/289.6,1/1593.0,0.0,245.1
"
489
",6976,24,17,0,1036,1/290.7,1/410.4,0.0,170.1
"
490
",6989,20,22,0,865,1/349.5,1/317.7,0.0,166.4
"
491
",4469,20,4,0,1081,1/223.5,1/1117.3,0.0,186.2
"
492
",4720,18,13,0,931,1/262.2,1/363.1,0.0,152.3
"
493
",7334,30,21,0,1701,1/244.5,1/349.2,0.0,143.8
"
494
",8581,32,38,0,1776,1/268.2,1/225.8,0.0,122.6
"
495
",8014,38,30,0,3671,1/210.9,1/267.1,0.0,117.9
"
496
",5673,20,14,0,1582,1/283.7,1/405.2,0.0,166.9
"
497
",7579,26,15,0,1343,1/291.5,1/505.3,0.0,184.9
"
498
",5756,19,12,0,982,1/302.9,1/479.7,0.0,185.7
"
499
",8273,30,20,0,1234,1/275.8,1/413.7,0.0,165.5
"
500
",7320,33,24,0,1960,1/221.8,1/305.0,0.0,128.4
"
501
",6971,26,20,0,1264,1/268.1,1/348.6,0.0,151.5
"
502
",3237,10,3,0,634,1/323.7,1/1079.0,0.0,249.0
"
503
",7004,28,16,0,1155,1/250.1,1/437.8,0.0,159.2
"
504
",7629,28,24,0,1373,1/272.5,1/317.9,0.0,146.7
"
505
",5218,14,12,0,976,1/372.7,1/434.8,0.0,200.7
"
506
",3247,11,5,0,711,1/295.2,1/649.4,0.0,202.9
"
507
",4822,22,10,0,1719,1/219.2,1/482.2,0.0,150.7
"
508
",5277,18,9,0,1016,1/293.2,1/586.3,0.0,195.4
"
509
",4428,15,7,0,825,1/295.2,1/632.6,0.0,201.3
"
510
",5903,22,15,0,1431,1/268.3,1/393.5,0.0,159.5
"
511
",4676,12,11,0,545,1/389.7,1/425.1,0.0,203.3
"
512
",5639,24,16,0,1592,1/235.0,1/352.4,0.0,141.0
"
513
",3990,20,8,0,1384,1/199.5,1/498.8,0.0,142.5
"
514
",4478,13,13,0,930,1/344.5,1/344.5,0.0,172.2
"
515
",6457,18,21,0,888,1/358.7,1/307.5,0.0,165.6
"
516
",3929,15,7,0,799,1/261.9,1/561.3,0.0,178.6
"
517
",5481,18,14,0,889,1/304.5,1/391.5,0.0,171.3
"
524
",3076,8,3,0,425,1/384.5,1/1025.3,0.0,279.6
"
525
",7482,25,23,0,1198,1/299.3,1/325.3,0.0,155.9
"
526
",5353,18,22,0,878,1/297.4,1/243.3,0.0,133.8
"
527
",6098,22,20,0,1769,1/277.2,1/304.9,0.0,145.2
"
528
",6509,16,17,0,772,1/406.8,1/382.9,0.0,197.2
"
529
",6789,30,15,0,1664,1/226.3,1/452.6,0.0,150.9
"
530
",5561,17,18,0,1101,1/327.1,1/308.9,0.0,158.9
"
531
",2406,4,5,0,318,1/601.5,1/481.2,0.0,267.3
"
532
",7407,35,16,0,2780,1/211.6,1/462.9,0.0,145.2
"
533
",3772,12,11,0,648,1/314.3,1/342.9,0.0,164.0
"
534
",4926,14,8,0,389,1/351.9,1/615.8,0.0,223.9
"
535
",7124,18,15,0,706,1/395.8,1/474.9,0.0,215.9
